ax,ay,az,gx,gy,gz,mx,my,mz,t_stamp
0.04895104895104895,0.0024642681123706258,0.9885741490121399,0.473022459,-0.2059936515,0.183105468,122.69999999999999,223.5,-40.5,11221
0.04827628511839038,0.002587481517989157,0.9885146393715782,0.274658202,-0.0534057615,-0.564575193,129.9,223.5,-41.1,11448
0.05079131394920869,0.0009241005421389847,0.9889312068555106,0.381469725,-0.2670288075,-0.411987303,132.29999999999998,230.7,-41.1,11673
0.05177278861489388,0.0008624938393297191,0.9895858129016901,0.0381469725,0.0076293945,-0.045776367,139.5,228.29999999999998,-41.1,11899
0.05109802478223531,0.0012937407589945786,0.9882766008093311,0.0686645505,0.045776367,0.106811523,134.7,225.9,-40.5,12123
0.048582995951417005,0.0001232134056185313,0.9873839562009046,0.0,0.0076293945,0.030517578,132.29999999999998,228.29999999999998,-42.3,12349
0.05011655011655012,0.0031419418432725482,0.9876219947631516,0.0381469725,-0.106811523,0.076293945,129.9,221.1,-39.9,12628
0.048767022451232975,-0.0004928536224741252,0.9870268983575339,0.0839233395,-0.030517578,0.076293945,129.9,221.1,-40.5,12914
0.046988099619678564,-0.0002464268112370626,0.985182099500119,-0.0686645505,0.0,0.061035156,132.29999999999998,228.29999999999998,-41.1,13199
0.049257759784075573,0.0015401675702316413,0.9876219947631516,0.0381469725,-0.0839233395,0.061035156,134.7,225.9,-41.699999999999996,13487
0.04962581278370752,0.0009857072449482504,0.9876815044037134,0.061035156,-0.076293945,0.0,132.29999999999998,218.7,-42.9,13772
0.049380444117286225,0.0009857072449482504,0.9872054272792192,-0.0381469725,-0.0228881835,0.076293945,129.9,228.29999999999998,-40.5,14059
0.05152741994847258,0.0022178413011335633,0.987264936919781,0.015258789,-0.045776367,-0.076293945,134.7,225.9,-39.3,14344
0.05030057661636609,0.0021562345983242976,0.9898833611044989,-0.0076293945,0.0,0.0228881835,129.9,223.5,-42.3,14633
0.04950312845049687,0.0013553474618038443,0.9876219947631516,0.0076293945,-0.0228881835,0.106811523,132.29999999999998,223.5,-39.9,14919
0.04980983928352349,0.0005544603252833908,0.9888716972149488,0.015258789,-0.0686645505,0.0534057615,129.9,230.7,-39.9,15214
0.04999386578333947,0.0008624938393297191,0.9880980718876458,0.061035156,0.0381469725,0.061035156,129.9,223.5,-42.3,15503
0.04999386578333947,-0.0001232134056185313,0.9863722923113545,0.045776367,0.0228881835,-0.0381469725,129.9,228.29999999999998,-40.5,15791
0.04950312845049687,-0.00018482010842779694,0.9882170911687693,-0.015258789,-0.061035156,-0.0076293945,129.9,223.5,-40.5,16079
0.04864433811802233,0.003018728437654017,0.9869673887169722,-0.0381469725,-0.0686645505,0.015258789,127.5,225.9,-41.1,16368
0.05128205128205128,0.0009857072449482504,0.9890502261366342,0.0686645505,0.061035156,-0.0076293945,129.9,228.29999999999998,-41.1,16656
0.05030057661636609,0.003326761951700345,0.987502975482028,0.0686645505,-0.045776367,0.0228881835,129.9,228.29999999999998,-41.1,16945
0.048705680284627656,0.0020330211927057666,0.9869673887169722,0.045776367,-0.091552734,0.122070312,134.7,218.7,-39.9,17232
0.049687154950312847,-0.0007392804337111878,0.9870268983575339,-0.0839233395,0.0228881835,0.0534057615,132.29999999999998,225.9,-42.3,17520
0.051159366948840636,0.0012321340561853129,0.9885146393715782,0.0228881835,0.1296997065,0.0839233395,129.9,225.9,-41.699999999999996,17808
0.04950312845049687,0.0022178413011335633,0.9886931682932635,-0.030517578,-0.045776367,0.0228881835,137.1,225.9,-42.9,18097
0.049441786283891544,0.0011705273533760474,0.9853606284218044,0.015258789,-0.0686645505,-0.045776367,137.1,221.1,-40.5,18383
0.051834130781499205,0.0023410547067520947,0.9863127826707927,0.0991821285,-0.030517578,-0.030517578,127.5,228.29999999999998,-41.1,18671
0.050545945282787386,0.002649088220798423,0.9886336586527017,0.091552734,0.0228881835,0.0,134.7,228.29999999999998,-42.9,18958
0.049687154950312847,0.0024026614095613605,0.9881575815282075,0.0839233395,-0.0381469725,0.0228881835,132.29999999999998,223.5,-39.9,19245
0.05017789228315544,6.160670280926565e-05,0.9891692454177576,-0.0228881835,-0.045776367,-0.045776367,137.1,223.5,-41.1,19534
0.049441786283891544,0.0001232134056185313,0.9865508212330397,0.0839233395,-0.0534057615,0.0686645505,127.5,221.1,-39.9,19825
0.04913507545086492,-0.001047313947757516,0.9864318019519163,0.061035156,-0.076293945,0.030517578,127.5,223.5,-38.699999999999996,20113
0.05066862961599804,0.0005544603252833908,0.9877410140442752,0.030517578,-0.0381469725,0.0228881835,132.29999999999998,225.9,-41.699999999999996,20401
0.04980983928352349,0.002649088220798423,0.988038562247084,0.0076293945,-0.0686645505,-0.015258789,134.7,223.5,-39.9,20688
0.04962581278370752,0.002957121734844751,0.9883361104498929,0.0534057615,-0.045776367,-0.0381469725,132.29999999999998,225.9,-41.1,20975
0.05128205128205128,0.0024642681123706258,0.9857771959057368,0.0076293945,0.0991821285,0.030517578,132.29999999999998,223.5,-41.699999999999996,21261
0.05152741994847258,-0.0006776737309019222,0.9863722923113545,0.030517578,-0.0228881835,0.0228881835,125.1,221.1,-41.699999999999996,21549
0.050239234449760764,0.0009241005421389847,0.9877410140442752,0.0,-0.0076293945,0.076293945,132.29999999999998,221.1,-41.1,21838
0.048582995951417005,0.0019098077870872351,0.9877410140442752,-0.0076293945,0.0381469725,0.1296997065,129.9,225.9,-40.5,22125
0.050239234449760764,0.0009241005421389847,0.9875624851225898,0.0076293945,-0.0534057615,0.0534057615,129.9,228.29999999999998,-39.3,22412
0.04815360078517973,0.0014785608674223755,0.9884551297310165,-0.030517578,-0.1602172845,0.0228881835,132.29999999999998,228.29999999999998,-41.699999999999996,22700
0.050361918782971415,0.0006160670280926564,0.9864318019519163,0.0076293945,-0.030517578,-0.015258789,127.5,228.29999999999998,-41.1,22990
0.05165010428168323,0.0006160670280926564,0.985955724827422,0.0686645505,0.045776367,0.061035156,134.7,225.9,-42.3,23277
0.04980983928352349,0.0021562345983242976,0.9881575815282075,-0.061035156,-0.0076293945,0.030517578,129.9,225.9,-41.1,23564
0.04919641761747025,0.0009857072449482504,0.9904189478695549,-0.0076293945,0.0,-0.0534057615,134.7,225.9,-41.1,23851
0.05072997178260336,0.0017865943814687037,0.9858367055462985,-0.045776367,-0.106811523,0.030517578,127.5,230.7,-42.3,24138
0.05042326094957674,0.0028339083292262196,0.9861937633896691,-0.061035156,-0.015258789,0.0839233395,134.7,218.7,-40.5,24428
0.05109802478223531,0.002279448003942829,0.9880980718876458,0.0839233395,0.015258789,0.015258789,127.5,228.29999999999998,-40.5,24714
0.04987118145012882,0.003018728437654017,0.9905379671506784,0.076293945,0.0228881835,-0.0686645505,137.1,218.7,-40.5,25001
