ax,ay,az,gx,gy,gz,mx,my,mz,t_stamp
0.05993129677340204,0.0035731887629374074,0.9866698405141633,0.473022459,-0.2212524405,0.183105468,134.7,209.1,-43.5,11222
0.0580910317752423,-0.0001232134056185313,0.9882170911687693,0.2212524405,-0.091552734,0.183105468,137.1,211.5,-42.3,11448
0.05931787510734879,-0.0003696402168555939,0.9863722923113545,-0.259399413,-0.122070312,0.0991821285,129.9,221.1,-42.9,11674
0.06066740277266593,0.0018482010842779694,0.9861937633896691,-0.061035156,0.0381469725,-0.061035156,137.1,216.29999999999998,-41.1,11900
0.0620782726045884,0.0007392804337111878,0.9869673887169722,0.0381469725,-0.0686645505,0.0,132.29999999999998,209.1,-41.1,12125
0.06367316893632684,0.0023410547067520947,0.9869078790764104,0.0686645505,-0.061035156,-0.0076293945,132.29999999999998,216.29999999999998,-42.3,12351
0.06281437860385229,0.0032651552488910792,0.985955724827422,0.076293945,-0.061035156,0.030517578,132.29999999999998,211.5,-42.3,12630
0.06293706293706294,0.0033883686545096107,0.9828612235182099,0.076293945,-0.0381469725,0.0686645505,134.7,211.5,-40.5,12916
0.06023800760642866,0.0005544603252833908,0.9848250416567484,0.0991821285,0.045776367,0.0686645505,137.1,211.5,-40.5,13202
0.057845663108821006,-0.0009857072449482504,0.9878600333253987,0.0686645505,-0.0228881835,-0.0076293945,134.7,216.29999999999998,-42.3,13488
0.05894982210771684,-0.0011089206505667817,0.987800523684837,-0.0228881835,-0.061035156,0.0381469725,132.29999999999998,216.29999999999998,-41.1,13773
0.06005398110661268,-0.002649088220798423,0.9848845512973101,-0.0381469725,0.030517578,-0.015258789,134.7,216.29999999999998,-42.9,14060
0.06220095693779904,0.002957121734844751,0.9862532730302309,0.1449584955,-0.091552734,0.030517578,134.7,218.7,-42.9,14346
0.06275303643724696,0.0017249876786594382,0.9854796477029278,0.061035156,-0.122070312,0.0228881835,129.9,218.7,-40.5,14632
0.06079008710587658,0.0009857072449482504,0.9837538681266366,-0.045776367,-0.0381469725,0.061035156,134.7,216.29999999999998,-42.3,14918
0.06232364127100969,0.0032035485460818135,0.98387288740776,-0.030517578,-0.0839233395,0.137329101,137.1,216.29999999999998,-41.699999999999996,15205
0.060851429272481904,0.0019098077870872351,0.9858962151868603,0.0534057615,0.0076293945,0.0228881835,132.29999999999998,213.9,-39.9,15491
0.060176665439823335,-0.0021562345983242976,0.9886336586527017,0.0381469725,-0.045776367,0.0076293945,127.5,213.9,-40.5,15778
0.06005398110661268,-0.0014785608674223755,0.987800523684837,-0.045776367,-0.061035156,0.045776367,127.5,213.9,-42.3,16063
0.060360691939639305,0.0018482010842779694,0.9854796477029278,-0.091552734,-0.091552734,-0.0534057615,139.5,218.7,-42.3,16349
0.06189424610477242,0.004004435682602267,0.9855391573434896,-0.0381469725,-0.106811523,0.0534057615,129.9,221.1,-41.1,16635
0.06042203410624463,0.005298176441596846,0.9860747441085456,0.015258789,-0.0534057615,-0.030517578,132.29999999999998,221.1,-40.5,16921
0.05962458594037542,0.0028955150320354854,0.9864913115924779,-0.0076293945,-0.106811523,0.0076293945,134.7,218.7,-41.699999999999996,17206
0.05931787510734879,-0.0011089206505667817,0.9860152344679838,0.0686645505,-0.0534057615,0.0076293945,134.7,213.9,-41.699999999999996,17493
0.059379217273954114,-0.002279448003942829,0.9858962151868603,0.1144409175,0.0534057615,0.030517578,137.1,225.9,-42.3,17779
0.059501901607164766,-0.002094627895515032,0.9880980718876458,0.076293945,-0.0381469725,0.137329101,129.9,216.29999999999998,-42.3,18065
0.06072874493927125,0.0016633809758501725,0.9854201380623661,0.0228881835,-0.091552734,-0.015258789,132.29999999999998,213.9,-41.1,18349
0.06189424610477242,0.0020330211927057666,0.9845870030945013,-0.0381469725,-0.0228881835,-0.0381469725,137.1,206.7,-41.1,18635
0.06269169427064164,0.0037580088713652046,0.984408474172816,-0.030517578,0.0,-0.1296997065,134.7,223.5,-40.5,18920
0.06201693043798307,0.0016017742730409068,0.9861937633896691,0.045776367,-0.0076293945,0.1144409175,132.29999999999998,213.9,-41.699999999999996,19205
0.06005398110661268,0.0019098077870872351,0.9873839562009046,-0.045776367,0.0228881835,0.0076293945,129.9,218.7,-41.1,19490
0.059501901607164766,-0.0001232134056185313,0.9860152344679838,0.0381469725,-0.045776367,-0.0228881835,137.1,206.7,-42.3,19778
0.06103545577229788,-0.0004928536224741252,0.9862532730302309,-0.0381469725,0.030517578,-0.0381469725,137.1,206.7,-41.699999999999996,20063
0.06121948227211385,-0.0006160670280926564,0.9854201380623661,0.0,-0.0076293945,-0.045776367,139.5,218.7,-41.1,20350
0.05888847994111152,0.0025258748151798915,0.9847655320161867,0.0076293945,-0.1296997065,0.0686645505,129.9,206.7,-41.699999999999996,20635
0.06042203410624463,0.002094627895515032,0.9858962151868603,0.106811523,-0.0076293945,0.0534057615,137.1,209.1,-42.3,20922
0.062139614771193716,0.0018482010842779694,0.9864913115924779,-0.0534057615,0.061035156,0.0686645505,141.9,218.7,-41.1,21206
0.0620782726045884,0.002094627895515032,0.98387288740776,0.0,-0.0839233395,0.076293945,134.7,221.1,-41.699999999999996,21492
0.06312108943687891,0.0007392804337111878,0.988812187574387,-0.015258789,0.076293945,0.0381469725,134.7,213.9,-42.3,21777
