ax,ay,az,gx,gy,gz,mx,my,mz,t_stamp
-0.01624815361890694,0.045808124459809856,1.0103105143268194,0.4653930645,-0.1144409175,0.137329101,-90.89999999999999,-206.1,-75.89999999999999,11218
-0.01464795667159035,0.048154093097913325,1.008751948207649,0.183105468,0.0991821285,-0.137329101,-93.3,-208.5,-72.89999999999999,11445
-0.019571639586410634,0.050376589702432396,1.0056348159693083,-0.137329101,0.1602172845,-0.45776367,-88.5,-210.9,-74.7,11672
-0.0224027572624323,0.044696876157550317,1.0058745953722574,-0.183105468,0.015258789,-0.0228881835,-88.5,-215.7,-75.89999999999999,11898
-0.02117183653372723,0.04568465242622546,1.0058745953722574,0.0381469725,0.061035156,-0.091552734,-93.3,-210.9,-74.1,12123
-0.022648941408173313,0.045561180392641065,1.0073132717899533,-0.0076293945,0.0534057615,-0.1449584955,-86.1,-210.9,-73.5,12348
-0.02191038897095027,0.039634522780590195,1.0058745953722574,-0.0839233395,0.076293945,0.030517578,-88.5,-215.7,-72.3,12575
-0.0189561792220581,0.0449438202247191,1.0074331614914278,0.15258789,0.122070312,-0.045776367,-86.1,-210.9,-75.3,12855
-0.01932545544066962,0.043215211754537596,1.0073132717899533,0.091552734,0.045776367,0.0534057615,-88.5,-208.5,-71.7,13141
-0.017355982274741506,0.04617854056056303,1.0049154777604603,0.015258789,0.122070312,-0.061035156,-93.3,-213.29999999999998,-73.5,13429
-0.01981782373215165,0.0485245091986665,1.0071933820884786,0.030517578,0.0839233395,-0.0839233395,-86.1,-210.9,-75.89999999999999,13715
-0.019694731659281144,0.04642548462773182,1.005754705670783,0.0,0.015258789,0.015258789,-90.89999999999999,-218.1,-74.1,14003
-0.021787296898079764,0.04741326089640696,1.0045558086560364,-0.0686645505,0.091552734,-0.0534057615,-93.3,-210.9,-74.7,14290
-0.022279665189561794,0.04617854056056303,1.0058745953722574,-0.0839233395,0.15258789,-0.0686645505,-95.7,-208.5,-75.3,14577
-0.01932545544066962,0.04235090751944685,1.0022779043280183,0.061035156,0.045776367,-0.0228881835,-90.89999999999999,-218.1,-73.5,14866
-0.018217626784835055,0.042103963452278056,1.0059944850737321,-0.076293945,0.015258789,0.076293945,-88.5,-210.9,-74.1,15155
-0.019079271294928608,0.04568465242622546,1.0074331614914278,0.030517578,0.106811523,0.0839233395,-90.89999999999999,-218.1,-73.5,15441
-0.019079271294928608,0.04778367699716014,1.0058745953722574,0.015258789,0.0686645505,-0.0686645505,-83.7,-208.5,-73.5,15729
-0.01932545544066962,0.04741326089640696,1.0058745953722574,-0.0076293945,0.030517578,-0.0839233395,-95.7,-218.1,-72.89999999999999,16017
-0.01846381093057607,0.048154093097913325,1.005035367461935,-0.076293945,0.091552734,0.0228881835,-93.3,-208.5,-74.7,16304
-0.018217626784835055,0.044696876157550317,1.0097110658194461,-0.0381469725,-0.0076293945,0.106811523,-90.89999999999999,-213.29999999999998,-74.1,16591
-0.020556376169374693,0.04506729225830349,1.005754705670783,0.045776367,0.091552734,0.076293945,-88.5,-213.29999999999998,-74.1,16879
-0.021541112752338748,0.04370909988887517,1.008392279103225,0.015258789,0.122070312,-0.167846679,-88.5,-206.1,-75.89999999999999,17165
-0.020433284096504186,0.04284479565378442,1.0071933820884786,-0.015258789,0.030517578,-0.0991821285,-98.1,-215.7,-75.3,17454
-0.019571639586410634,0.046795900728484996,1.0052751468648844,0.0076293945,0.076293945,0.045776367,-90.89999999999999,-210.9,-74.1,17741
-0.020802560315115706,0.049141869366588466,1.0064740438796307,-0.0076293945,0.0381469725,0.015258789,-88.5,-213.29999999999998,-72.3,18030
-0.016001969473165928,0.04605506852697864,1.0076729408943772,-0.0381469725,0.0228881835,-0.0686645505,-88.5,-210.9,-73.5,18317
-0.019694731659281144,0.04716631682923818,1.0056348159693083,-0.030517578,0.0686645505,-0.0839233395,-90.89999999999999,-215.7,-72.89999999999999,18605
-0.021294928606597735,0.041116187183602916,1.0049154777604603,-0.1144409175,0.1296997065,-0.0686645505,-88.5,-215.7,-74.1,18892
-0.02141802067946824,0.04161007531794049,1.0062342644766815,-0.0686645505,0.091552734,-0.076293945,-90.89999999999999,-210.9,-72.89999999999999,19182
-0.019079271294928608,0.05111742190393876,1.0051552571634097,-0.0076293945,0.106811523,-0.030517578,-93.3,-220.5,-74.1,19470
-0.016617429837518464,0.051364365971107544,1.004316029253087,-0.1144409175,0.0686645505,0.0076293945,-93.3,-210.9,-73.5,19762
-0.016617429837518464,0.04593159649339425,1.0010790073132718,-0.122070312,0.061035156,0.0076293945,-90.89999999999999,-213.29999999999998,-72.89999999999999,20049
-0.022033481043820777,0.040745771082849734,1.0069536026855292,0.0228881835,0.0534057615,-0.061035156,-88.5,-210.9,-72.89999999999999,20339
-0.025726243229935993,0.04062229904926534,1.0065939335811054,0.0076293945,0.045776367,-0.091552734,-93.3,-210.9,-74.1,20626
-0.027203348104382078,0.04173354735152488,1.005754705670783,0.0839233395,0.0534057615,-0.0686645505,-90.89999999999999,-210.9,-74.1,20914
-0.02018709995076317,0.049388813433757256,1.005035367461935,-0.015258789,0.0839233395,-0.061035156,-93.3,-210.9,-74.7,21201
-0.010955194485475135,0.051734782071860726,1.0055149262678336,-0.106811523,0.0381469725,0.0534057615,-95.7,-206.1,-74.1,21488
-0.014894140817331364,0.04827756513149772,1.0059944850737321,0.0839233395,0.1296997065,-0.030517578,-88.5,-213.29999999999998,-75.3,21776
-0.023879862136878385,0.04173354735152488,1.0051552571634097,0.0381469725,0.076293945,-0.106811523,-83.7,-213.29999999999998,-74.7,22064
-0.03151157065484983,0.03704161007531794,1.0069536026855292,0.061035156,0.1449584955,-0.167846679,-83.7,-213.29999999999998,-73.5,22351
-0.02671097981290005,0.04259785158661563,1.0051552571634097,0.076293945,0.106811523,-0.0534057615,-88.5,-215.7,-74.7,22639
-0.0189561792220581,0.04889492529941968,1.0056348159693083,-0.015258789,0.0076293945,0.030517578,-93.3,-218.1,-73.5,22926
-0.014401772525849335,0.051734782071860726,1.0068337129840548,-0.0076293945,-0.0076293945,0.015258789,-88.5,-213.29999999999998,-74.7,23214
-0.015140324963072379,0.050500061736016795,1.0076729408943772,-0.045776367,0.0,0.0076293945,-86.1,-213.29999999999998,-74.7,23502
-0.01637124569177745,0.046672428694900604,1.007073492387004,0.0228881835,0.045776367,-0.061035156,-93.3,-208.5,-73.5,23790
-0.022033481043820777,0.040745771082849734,1.0058745953722574,0.045776367,0.0686645505,-0.0076293945,-93.3,-215.7,-74.7,24077
-0.02031019202363368,0.04741326089640696,1.0059944850737321,0.0076293945,0.0,0.0228881835,-90.89999999999999,-213.29999999999998,-72.89999999999999,24364
-0.019079271294928608,0.04877145326583529,1.0059944850737321,-0.0381469725,-0.0381469725,-0.0076293945,-86.1,-213.29999999999998,-74.1,24653
-0.022279665189561794,0.049388813433757256,1.005035367461935,-0.0228881835,0.0686645505,-0.0686645505,-88.5,-213.29999999999998,-74.1,24941
-0.022525849335302807,0.04630201259414742,1.0074331614914278,0.015258789,0.1602172845,-0.0076293945,-90.89999999999999,-215.7,-72.3,25228
